First_pokemon,Name_first,Type 1_first,Type 2_first,Generation_first,Legendary_first,Second_pokemon,Name_second,Type 1_second,Type 2_second,Generation_second,Legendary_second,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Winner
314,Slaking,Normal,,3,FALSE,447,Kricketot,Bug,,4,FALSE,1,1,1,1,1,1,1
186,Lanturn,Water,Electric,2,FALSE,447,Kricketot,Bug,,4,FALSE,1,1,1,1,1,1,1
355,Mega Camerupt,Fire,Ground,3,FALSE,447,Kricketot,Bug,,4,FALSE,1,1,1,1,1,2,1
653,Amoonguss,Grass,Poison,5,FALSE,447,Kricketot,Bug,,4,FALSE,1,1,1,1,1,1,1
363,Cacnea,Grass,,3,FALSE,447,Kricketot,Bug,,4,FALSE,1,1,2,1,2,1,1
237,Slugma,Fire,,2,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,2,1,2,2,2
15,Metapod,Bug,,1,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,1,1,2,2,2
440,Prinplup,Water,,4,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,1,1,1,2,2
121,Rhydon,Ground,Rock,1,FALSE,615,Darumaka,Fire,,5,FALSE,1,1,1,1,2,2,2
208,Sunflora,Grass,,2,FALSE,615,Darumaka,Fire,,5,FALSE,1,2,1,1,1,2,2
208,Sunflora,Grass,,2,FALSE,615,Darumaka,Fire,,5,FALSE,1,2,1,1,1,2,2
592,Mega Audino,Normal,Fairy,5,FALSE,615,Darumaka,Fire,,5,FALSE,1,2,1,1,1,2,2
510,Snover,Grass,Ice,4,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,1,1,1,2,2
723,Braixen,Fire,,6,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,1,1,1,1,1
569,Purrloin,Dark,,5,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,2,1,2,1,1
569,Purrloin,Dark,,5,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,2,1,2,1,1
125,Mega Kangaskhan,Normal,,1,FALSE,615,Darumaka,Fire,,5,FALSE,1,1,1,1,1,1,1
47,Zubat,Poison,Flying,1,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,2,1,2,1,1
698,Larvesta,Bug,Fire,5,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,1,1,1,1,1
278,Combusken,Fire,Fighting,3,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,1,1,1,1,1
97,Muk,Poison,,1,FALSE,615,Darumaka,Fire,,5,FALSE,1,1,1,1,1,2,2
550,Darkrai,Dark,,4,TRUE,615,Darumaka,Fire,,5,FALSE,2,2,1,1,1,1,1
513,Weavile,Dark,Ice,4,FALSE,615,Darumaka,Fire,,5,FALSE,2,1,1,1,1,1,1
137,Pinsir,Bug,,1,FALSE,615,Darumaka,Fire,,5,FALSE,2,1,1,1,1,1,1
83,Golem,Rock,Ground,1,FALSE,615,Darumaka,Fire,,5,FALSE,1,1,1,1,1,2,2
438,Infernape,Fire,Fighting,4,FALSE,615,Darumaka,Fire,,5,FALSE,1,1,1,1,1,1,1
523,Glaceon,Ice,,4,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,1,1,1,1,1
668,Beheeyem,Psychic,,5,FALSE,615,Darumaka,Fire,,5,FALSE,1,2,1,1,1,2,2
165,Mega Mewtwo Y,Psychic,,1,TRUE,615,Darumaka,Fire,,5,FALSE,1,1,1,1,1,1,1
225,Mega Steelix,Steel,Ground,2,FALSE,615,Darumaka,Fire,,5,FALSE,1,1,1,1,1,2,2
155,Mega Aerodactyl,Rock,Flying,1,FALSE,615,Darumaka,Fire,,5,FALSE,1,1,1,1,1,1,1
152,Kabuto,Rock,Water,1,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,1,1,2,1,1
193,Xatu,Psychic,Flying,2,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,1,1,1,1,1
120,Rhyhorn,Ground,Rock,1,FALSE,615,Darumaka,Fire,,5,FALSE,1,2,1,1,2,2,2
463,Combee,Bug,Flying,4,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,2,1,2,1,2
271,Ho-oh,Fire,Flying,2,TRUE,615,Darumaka,Fire,,5,FALSE,1,1,1,1,1,1,1
700,Cobalion,Steel,Fighting,5,TRUE,615,Darumaka,Fire,,5,FALSE,1,2,1,1,1,1,1
627,Carracosta,Water,Rock,5,FALSE,615,Darumaka,Fire,,5,FALSE,1,1,1,1,1,2,2
632,Zorua,Dark,,5,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,2,1,2,1,1
434,Grotle,Grass,,4,FALSE,615,Darumaka,Fire,,5,FALSE,1,2,1,1,1,2,2
393,Absol,Dark,,3,FALSE,615,Darumaka,Fire,,5,FALSE,2,1,1,1,1,1,1
695,Deino,Dark,Dragon,5,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,1,1,1,2,2
597,Palpitoad,Water,Ground,5,FALSE,615,Darumaka,Fire,,5,FALSE,1,2,1,1,1,1,1
458,Burmy,Bug,,4,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,2,1,2,2,2
791,Noibat,Flying,Dragon,6,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,2,1,2,1,1
331,Aron,Steel,Rock,3,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,1,1,2,2,2
286,Mightyena,Dark,,3,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,1,1,1,1,1
285,Poochyena,Dark,,3,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,2,1,2,2,2
146,Vaporeon,Water,,1,FALSE,615,Darumaka,Fire,,5,FALSE,1,2,1,1,1,1,1
727,Greninja,Water,Dark,6,FALSE,615,Darumaka,Fire,,5,FALSE,1,1,1,1,1,1,1
118,Koffing,Poison,,1,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,1,1,2,2,2
148,Flareon,Fire,,1,FALSE,615,Darumaka,Fire,,5,FALSE,2,1,1,1,1,1,1
274,Grovyle,Grass,,3,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,2,1,1,1,2
175,Feraligatr,Water,,2,FALSE,615,Darumaka,Fire,,5,FALSE,1,1,1,1,1,1,1
542,Palkia,Water,Dragon,4,TRUE,615,Darumaka,Fire,,5,FALSE,1,1,1,1,1,1,1
230,Mega Scizor,Bug,Steel,2,FALSE,615,Darumaka,Fire,,5,FALSE,2,1,1,1,1,1,1
790,Avalugg,Ice,,6,FALSE,615,Darumaka,Fire,,5,FALSE,1,1,1,1,1,2,2
82,Graveler,Rock,Ground,1,FALSE,615,Darumaka,Fire,,5,FALSE,2,1,1,1,2,2,2
754,Aromatisse,Fairy,,6,FALSE,615,Darumaka,Fire,,5,FALSE,1,2,1,1,1,2,2
104,Onix,Rock,Ground,1,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,1,1,2,1,1
255,Smeargle,Normal,,2,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,2,1,2,1,1
149,Porygon,Normal,,1,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,1,1,1,2,2
357,Spoink,Psychic,,3,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,2,1,1,1,1
22,Pidgeotto,Normal,Flying,1,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,1,1,1,1,1
616,Darmanitan Standard Mode,Fire,,5,FALSE,615,Darumaka,Fire,,5,FALSE,1,1,1,1,1,1,1
287,Zigzagoon,Normal,,3,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,2,1,2,1,1
599,Throh,Fighting,,5,FALSE,615,Darumaka,Fire,,5,FALSE,1,1,1,1,1,2,2
628,Archen,Rock,Flying,5,FALSE,615,Darumaka,Fire,,5,FALSE,2,1,2,1,2,1,1
673,Fraxure,Dragon,,5,FALSE,615,Darumaka,Fire,,5,FALSE,2,1,1,1,1,1,1
363,Cacnea,Grass,,3,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,2,1,2,2,2
32,Raichu,Electric,,1,FALSE,615,Darumaka,Fire,,5,FALSE,2,2,1,1,1,1,1
237,Slugma,Fire,,2,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,2,1,2,2,2
143,Lapras,Water,Ice,1,FALSE,385,Kecleon,Normal,,3,FALSE,1,2,1,1,2,1,1
609,Petilil,Grass,,5,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,2,1,2,2,2
150,Omanyte,Rock,Water,1,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,1,1,2,2,2
436,Chimchar,Fire,,4,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,2,2,2,1,1
439,Piplup,Water,,4,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,2,1,2,2,2
629,Archeops,Rock,Flying,5,FALSE,385,Kecleon,Normal,,3,FALSE,1,1,2,1,2,1,1
517,Tangrowth,Grass,,4,FALSE,385,Kecleon,Normal,,3,FALSE,1,1,1,1,2,1,1
538,Uxie,Psychic,,4,TRUE,385,Kecleon,Normal,,3,FALSE,1,2,1,1,1,1,1
336,Medicham,Fighting,Psychic,3,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,1,2,2,1,1
257,Hitmontop,Fighting,,2,FALSE,385,Kecleon,Normal,,3,FALSE,2,1,1,2,2,1,1
715,Keldeo Resolute Forme,Water,Fighting,5,FALSE,385,Kecleon,Normal,,3,FALSE,1,2,1,1,2,1,1
768,Tyrantrum,Rock,Dragon,6,FALSE,385,Kecleon,Normal,,3,FALSE,1,1,1,1,2,1,1
770,Aurorus,Rock,Ice,6,FALSE,385,Kecleon,Normal,,3,FALSE,1,2,1,1,2,1,1
247,Houndour,Dark,Fire,2,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,2,1,2,1,1
210,Wooper,Water,Ground,2,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,2,2,2,2,2
634,Minccino,Normal,,5,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,2,2,2,1,1
1,Bulbasaur,Grass,Poison,1,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,2,1,2,1,1
122,Chansey,Normal,,1,FALSE,385,Kecleon,Normal,,3,FALSE,1,2,2,2,2,1,2
428,Jirachi,Steel,Psychic,3,TRUE,385,Kecleon,Normal,,3,FALSE,1,1,1,1,2,1,1
126,Horsea,Water,,1,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,2,1,2,1,1
11,Wartortle,Water,,1,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,1,1,2,1,1
226,Snubbull,Fairy,,2,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,2,2,2,2,2
65,Arcanine,Fire,,1,FALSE,385,Kecleon,Normal,,3,FALSE,1,1,1,1,2,1,1
75,Machamp,Fighting,,1,FALSE,385,Kecleon,Normal,,3,FALSE,1,1,1,1,2,1,1
791,Noibat,Flying,Dragon,6,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,2,2,2,1,1
617,Darmanitan Zen Mode,Fire,Psychic,5,FALSE,385,Kecleon,Normal,,3,FALSE,1,2,1,1,2,1,1
500,Hippopotas,Ground,,4,FALSE,385,Kecleon,Normal,,3,FALSE,1,2,1,2,2,2,2
752,Aegislash Shield Forme,Steel,Ghost,6,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,1,2,1,1,2
498,Lucario,Fighting,Steel,4,FALSE,385,Kecleon,Normal,,3,FALSE,1,1,2,1,2,1,1
87,Slowbro,Water,Psychic,1,FALSE,385,Kecleon,Normal,,3,FALSE,1,2,1,1,2,2,2
429,Deoxys Normal Forme,Psychic,,3,TRUE,385,Kecleon,Normal,,3,FALSE,2,1,2,1,2,1,1
348,Carvanha,Water,Dark,3,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,2,1,2,1,1
713,Kyurem White Kyurem,Dragon,Ice,5,TRUE,385,Kecleon,Normal,,3,FALSE,1,1,1,1,2,1,1
98,Shellder,Water,,1,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,1,2,2,2,2
256,Tyrogue,Fighting,,2,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,2,2,2,2,2
93,Dodrio,Normal,Flying,1,FALSE,385,Kecleon,Normal,,3,FALSE,2,1,2,2,2,1,1
387,Banette,Ghost,,3,FALSE,385,Kecleon,Normal,,3,FALSE,1,1,2,1,2,1,2
145,Eevee,Normal,,1,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,2,2,2,1,1
352,Wailord,Water,,3,FALSE,385,Kecleon,Normal,,3,FALSE,1,2,2,1,2,1,1
414,Mega Metagross,Steel,Psychic,3,FALSE,385,Kecleon,Normal,,3,FALSE,1,1,1,1,2,1,1
82,Graveler,Rock,Ground,1,FALSE,385,Kecleon,Normal,,3,FALSE,2,1,1,2,2,2,2
334,Mega Aggron,Steel,,3,FALSE,385,Kecleon,Normal,,3,FALSE,1,1,1,2,2,1,1
72,Mega Alakazam,Psychic,,1,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,2,1,2,1,2
255,Smeargle,Normal,,2,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,2,2,2,1,2
389,Duskull,Ghost,,3,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,1,2,2,2,2
289,Wurmple,Bug,,3,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,2,2,2,2,2
642,Ducklett,Water,Flying,5,FALSE,385,Kecleon,Normal,,3,FALSE,1,2,2,2,2,1,1
651,Escavalier,Bug,Steel,5,FALSE,385,Kecleon,Normal,,3,FALSE,1,1,1,2,2,2,2
780,Trevenant,Ghost,Grass,6,FALSE,385,Kecleon,Normal,,3,FALSE,1,1,1,1,2,1,2
776,Sliggoo,Dragon,,6,FALSE,385,Kecleon,Normal,,3,FALSE,1,2,2,1,2,1,1
756,Slurpuff,Fairy,,6,FALSE,385,Kecleon,Normal,,3,FALSE,1,2,1,1,2,1,1
777,Goodra,Dragon,,6,FALSE,385,Kecleon,Normal,,3,FALSE,1,1,2,1,1,1,1
312,Slakoth,Normal,,3,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,2,2,2,2,2
628,Archen,Rock,Flying,5,FALSE,385,Kecleon,Normal,,3,FALSE,2,1,2,1,2,1,1
739,Floette,Fairy,,6,FALSE,385,Kecleon,Normal,,3,FALSE,2,2,2,1,2,1,1
205,Jumpluff,Grass,Flying,2,FALSE,385,Kecleon,Normal,,3,FALSE,1,2,2,2,2,1,1
237,Slugma,Fire,,2,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,2,2
657,Joltik,Bug,Electric,5,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,2,2
270,Lugia,Psychic,Flying,2,TRUE,451,Luxray,Electric,,4,FALSE,1,2,1,2,1,1,1
139,Tauros,Normal,,1,FALSE,451,Luxray,Electric,,4,FALSE,2,2,1,2,2,1,1
76,Bellsprout,Grass,Poison,1,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,2,2
723,Braixen,Fire,,6,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,1,1
482,Chingling,Psychic,,4,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,2,2
304,Ralts,Psychic,Fairy,3,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,2,2
356,Torkoal,Fire,,3,FALSE,451,Luxray,Electric,,4,FALSE,2,2,1,2,2,2,2
403,Huntail,Water,,3,FALSE,451,Luxray,Electric,,4,FALSE,2,2,1,2,2,2,2
629,Archeops,Rock,Flying,5,FALSE,451,Luxray,Electric,,4,FALSE,2,1,2,1,2,1,1
153,Kabutops,Rock,Water,1,FALSE,451,Luxray,Electric,,4,FALSE,2,2,1,2,2,1,1
97,Muk,Poison,,1,FALSE,451,Luxray,Electric,,4,FALSE,1,2,2,2,1,2,2
545,Giratina Altered Forme,Ghost,Dragon,4,TRUE,451,Luxray,Electric,,4,FALSE,1,2,1,1,1,1,1
283,Swampert,Water,Ground,3,FALSE,451,Luxray,Electric,,4,FALSE,1,2,1,2,1,2,2
283,Swampert,Water,Ground,3,FALSE,451,Luxray,Electric,,4,FALSE,1,2,1,2,1,2,2
550,Darkrai,Dark,,4,TRUE,451,Luxray,Electric,,4,FALSE,2,2,1,1,1,1,1
36,Nidorina,Poison,,1,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,2,2
324,Nosepass,Rock,,3,FALSE,451,Luxray,Electric,,4,FALSE,2,2,1,2,1,2,2
779,Phantump,Ghost,Grass,6,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,2,2
623,Sigilyph,Psychic,Flying,5,FALSE,451,Luxray,Electric,,4,FALSE,2,2,1,1,1,1,1
438,Infernape,Fire,Fighting,4,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,1,2,1,1
625,Cofagrigus,Ghost,,5,FALSE,451,Luxray,Electric,,4,FALSE,2,2,1,2,1,2,2
459,Wormadam Plant Cloak,Bug,Grass,4,FALSE,451,Luxray,Electric,,4,FALSE,2,2,1,2,1,2,2
715,Keldeo Resolute Forme,Water,Fighting,5,FALSE,451,Luxray,Electric,,4,FALSE,1,2,1,1,1,1,1
313,Vigoroth,Normal,,3,FALSE,451,Luxray,Electric,,4,FALSE,2,2,1,2,2,1,1
305,Kirlia,Psychic,Fairy,3,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,2,2
593,Timburr,Fighting,,5,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,2,2
225,Mega Steelix,Steel,Ground,2,FALSE,451,Luxray,Electric,,4,FALSE,2,1,1,2,1,2,2
225,Mega Steelix,Steel,Ground,2,FALSE,451,Luxray,Electric,,4,FALSE,2,1,1,2,1,2,2
614,Krookodile,Ground,Dark,5,FALSE,451,Luxray,Electric,,4,FALSE,1,2,1,2,2,1,1
452,Budew,Grass,Poison,4,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,2,2
68,Poliwrath,Water,Fighting,1,FALSE,451,Luxray,Electric,,4,FALSE,1,2,1,2,1,2,2
68,Poliwrath,Water,Fighting,1,FALSE,451,Luxray,Electric,,4,FALSE,1,2,1,2,1,2,2
68,Poliwrath,Water,Fighting,1,FALSE,451,Luxray,Electric,,4,FALSE,1,2,1,2,1,2,2
462,Mothim,Bug,Flying,4,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,2,2
428,Jirachi,Steel,Psychic,3,TRUE,451,Luxray,Electric,,4,FALSE,1,2,1,1,1,1,1
80,Tentacruel,Water,Poison,1,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,1,1,1
484,Skuntank,Poison,Dark,4,FALSE,451,Luxray,Electric,,4,FALSE,1,2,2,2,2,1,1
216,Misdreavus,Ghost,,2,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,1,1,1
212,Espeon,Psychic,,2,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,1,1,1,1
323,Azurill,Normal,Fairy,3,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,2,2
622,Scrafty,Dark,Fighting,5,FALSE,451,Luxray,Electric,,4,FALSE,2,2,1,2,1,2,2
295,Lombre,Water,Grass,3,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,2,2
602,Swadloon,Bug,Grass,5,FALSE,451,Luxray,Electric,,4,FALSE,2,2,1,2,1,2,2
340,Mega Manectric,Electric,,3,FALSE,451,Luxray,Electric,,4,FALSE,2,2,1,1,1,1,1
597,Palpitoad,Water,Ground,5,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,2,2
725,Froakie,Water,,6,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,1,1
500,Hippopotas,Ground,,4,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,2,1
500,Hippopotas,Ground,,4,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,2,1
277,Torchic,Fire,,3,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,2,2
576,Simipour,Water,,5,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,1,2,1,1
530,Dusknoir,Ghost,,4,FALSE,451,Luxray,Electric,,4,FALSE,2,2,1,2,1,2,2
691,Vullaby,Dark,Flying,5,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,2,2
178,Hoothoot,Normal,Flying,2,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,2,2
50,Gloom,Grass,Poison,1,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,2,2
53,Parasect,Bug,Grass,1,FALSE,451,Luxray,Electric,,4,FALSE,2,2,1,2,1,2,2
583,Zebstrika,Electric,,5,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,1,1
167,Chikorita,Grass,,2,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,2,2
619,Dwebble,Bug,Rock,5,FALSE,451,Luxray,Electric,,4,FALSE,2,2,1,2,2,2,2
742,Gogoat,Grass,,6,FALSE,451,Luxray,Electric,,4,FALSE,1,2,2,1,1,2,2
800,Volcanion,Fire,Water,6,TRUE,451,Luxray,Electric,,4,FALSE,2,2,1,1,1,2,2
326,Delcatty,Normal,,3,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,2,2
189,Igglybuff,Normal,Fairy,2,FALSE,451,Luxray,Electric,,4,FALSE,1,2,2,2,2,2,2
682,Mienshao,Fighting,,5,FALSE,451,Luxray,Electric,,4,FALSE,2,1,2,2,2,1,1
756,Slurpuff,Fairy,,6,FALSE,451,Luxray,Electric,,4,FALSE,1,2,1,2,2,1,1
114,Marowak,Ground,,1,FALSE,451,Luxray,Electric,,4,FALSE,2,2,1,2,1,2,1
114,Marowak,Ground,,1,FALSE,451,Luxray,Electric,,4,FALSE,2,2,1,2,1,2,1
319,Loudred,Normal,,3,FALSE,451,Luxray,Electric,,4,FALSE,1,2,2,2,2,2,2
341,Plusle,Electric,,3,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,1,1
48,Golbat,Poison,Flying,1,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,2,1,1
205,Jumpluff,Grass,Flying,2,FALSE,451,Luxray,Electric,,4,FALSE,2,2,2,2,1,1,1
544,Regigigas,Normal,,4,TRUE,451,Luxray,Electric,,4,FALSE,1,1,1,2,1,1,1
620,Crustle,Bug,Rock,5,FALSE,451,Luxray,Electric,,4,FALSE,2,2,1,2,2,2,2
237,Slugma,Fire,,2,FALSE,104,Onix,Rock,Ground,1,FALSE,1,2,2,1,2,2,2
208,Sunflora,Grass,,2,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,2,1
164,Mega Mewtwo X,Psychic,Fighting,1,TRUE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,1,1
595,Conkeldurr,Fighting,,5,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,2,1
716,Meloetta Aria Forme,Normal,Psychic,5,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,1,1
486,Bronzong,Steel,Psychic,4,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,2,1
221,Forretress,Bug,Steel,2,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,2,2
47,Zubat,Poison,Flying,1,FALSE,104,Onix,Rock,Ground,1,FALSE,1,2,2,2,2,2,1
298,Nuzleaf,Grass,Dark,3,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,2,2,2
445,Bidoof,Normal,,4,FALSE,104,Onix,Rock,Ground,1,FALSE,1,2,2,1,2,2,2
51,Vileplume,Grass,Poison,1,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,2,2
354,Camerupt,Fire,Ground,3,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,2,2
342,Minun,Electric,,3,FALSE,104,Onix,Rock,Ground,1,FALSE,1,2,2,1,1,1,1
638,Gothitelle,Psychic,,5,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,2,2
483,Stunky,Poison,Dark,4,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,2,1,1
585,Boldore,Rock,,5,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,2,2,1
743,Pancham,Fighting,,6,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,2,1
708,Zekrom,Dragon,Electric,5,TRUE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,1,2
94,Seel,Water,,1,FALSE,104,Onix,Rock,Ground,1,FALSE,1,2,2,1,1,2,2
762,Dragalge,Poison,Dragon,6,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,2,2
714,Keldeo Ordinary Forme,Water,Fighting,5,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,1,1
447,Kricketot,Bug,,4,FALSE,104,Onix,Rock,Ground,1,FALSE,1,2,2,2,2,2,2
750,Doublade,Steel,Ghost,6,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,2,1
476,Lopunny,Normal,,4,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,1,1
37,Nidoqueen,Poison,Ground,1,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,1,1
567,Herdier,Normal,,5,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,2,2
761,Skrelp,Poison,Water,6,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,2,2
710,Landorus Therian Forme,Ground,Flying,5,TRUE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,1,1
778,Klefki,Steel,Fairy,6,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,1,1
340,Mega Manectric,Electric,,3,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,1,1
75,Machamp,Fighting,,1,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,2,1
791,Noibat,Flying,Dragon,6,FALSE,104,Onix,Rock,Ground,1,FALSE,1,2,2,1,2,2,2
791,Noibat,Flying,Dragon,6,FALSE,104,Onix,Rock,Ground,1,FALSE,1,2,2,1,2,2,2
162,Dragonite,Dragon,Flying,1,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,1,1
515,Lickilicky,Normal,,4,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,2,2
371,Solrock,Rock,Psychic,3,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,2,2
148,Flareon,Fire,,1,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,2,2
361,Vibrava,Ground,Dragon,3,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,2,2
522,Leafeon,Grass,,4,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,1,1
522,Leafeon,Grass,,4,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,1,1
339,Manectric,Electric,,3,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,1,1
790,Avalugg,Ice,,6,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,1,1,1,2,1
163,Mewtwo,Psychic,,1,TRUE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,1,1
639,Solosis,Psychic,,5,FALSE,104,Onix,Rock,Ground,1,FALSE,1,2,2,1,1,2,2
344,Illumise,Bug,,3,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,1,1
327,Sableye,Dark,Ghost,3,FALSE,104,Onix,Rock,Ground,1,FALSE,1,1,2,1,1,2,2
